UA,UANAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT
60652,"Muncy, PA Urban Cluster",48700,"Williamsport, PA Metro Area",1,9495,3615,21118666,20568916,9495,3615,21118666,20568916,116111,52500,3221518155,3182044798,100,100,100,100,8.18,6.89,.66,.65
60684,"Munising, MI Urban Cluster",99999,"Not in a metro/micro area",,2972,1073,8515839,8501454,2972,1073,8515839,8501454,,,,,100,100,100,100,,,,
60706,"Murfreesboro, NC Urban Cluster",99999,"Not in a metro/micro area",,2786,1059,3822330,3807994,2786,1059,3822330,3807994,,,,,100,100,100,100,,,,
60733,"Murfreesboro, TN Urbanized Area",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1,133228,54281,200729102,200306623,133228,54281,200729102,200306623,1589934,667655,14925049177,14733539303,100,100,100,100,8.38,8.13,1.34,1.36
60760,"Murphysboro, IL Urban Cluster",16060,"Carbondale, IL Micro Area",2,9661,4810,20642357,20434305,9661,4810,20642357,20434305,60218,28578,1560155284,1512763725,100,100,100,100,16.04,16.83,1.32,1.35
60787,"Murray, KY Urban Cluster",34660,"Murray, KY Micro Area",2,19072,8834,30119060,30068939,19072,8834,30119060,30068939,37191,18065,1063698665,997200826,100,100,100,100,51.28,48.9,2.83,3.02
60799,"Murrieta--Temecula--Menifee, CA Urbanized Area",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1,441546,151268,421061726,418862938,441546,151268,421061726,418862938,4224851,1500344,70987027847,70611926170,100,100,100,100,10.45,10.08,.59,.59
60814,"Muscatine, IA Urban Cluster",34700,"Muscatine, IA Micro Area",2,25342,10739,37759366,37667535,25342,10739,37759366,37667535,54132,22912,2244607454,2173610120,100,100,100,100,46.82,46.87,1.68,1.73
60841,"Muskegon, MI Urbanized Area",26100,"Holland-Grand Haven, MI Metro Area",1,39675,18878,88688205,81194751,161280,70880,304833428,290837096,263801,102495,4225331331,1459373665,24.6,26.63,29.09,27.92,15.04,18.42,2.1,5.56
60841,"Muskegon, MI Urbanized Area",34740,"Muskegon-Norton Shores, MI Metro Area",1,121605,52002,216145223,209642345,161280,70880,304833428,290837096,172188,73561,3781445966,1293040828,75.4,73.37,70.91,72.08,70.62,70.69,5.72,16.21
60868,"Muskogee, OK Urban Cluster",34780,"Muskogee, OK Micro Area",2,41801,18981,71907979,71838640,42052,19081,72691727,72622388,70990,30908,2175019907,2099056912,99.4,99.48,98.92,98.92,58.88,61.41,3.31,3.42
60868,"Muskogee, OK Urban Cluster",45140,"Tahlequah, OK Micro Area",2,251,100,783748,783748,42052,19081,72691727,72622388,46987,21455,2010582452,1940956597,.6,.52,1.08,1.08,.53,.47,.04,.04
60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area",23860,"Georgetown, SC Micro Area",2,7539,5130,17147971,17123350,215304,171688,502418381,493060462,60158,33672,2679722804,2107076193,3.5,2.99,3.41,3.47,12.53,15.24,.64,.81
60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area",34820,"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",1,187486,148023,406360184,401744029,215304,171688,502418381,493060462,269291,185992,3250441466,2936777435,87.08,86.22,80.88,81.48,69.62,79.59,12.5,13.68
60895,"Myrtle Beach--Socastee, SC--NC Urbanized Area",48900,"Wilmington, NC Metro Area",1,20279,18535,78910226,74193083,215304,171688,502418381,493060462,362315,205642,5984977951,4942480419,9.42,10.8,15.71,15.05,5.6,9.01,1.32,1.5
60930,"Mystic Island, NJ Urban Cluster",35620,"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",1,22217,11663,34546278,32872384,22217,11663,34546278,32872384,18897109,7527752,23857986221,17318990602,100,100,100,100,.12,.15,.14,.19
60949,"Nacogdoches, TX Urban Cluster",34860,"Nacogdoches, TX Micro Area",2,34546,14082,63023849,62805274,34546,14082,63023849,62805274,64524,27406,2541266136,2451520148,100,100,100,100,53.54,51.38,2.48,2.56
60976,"Nampa, ID Urbanized Area",14260,"Boise City-Nampa, ID Metro Area",1,151499,55449,180246023,179733584,151499,55449,180246023,179733584,616561,246052,30648319713,30472746731,100,100,100,100,24.57,22.54,.59,.59
61003,"Nantucket, MA Urban Cluster",99999,"Not in a metro/micro area",,8250,7222,20843102,20355592,8250,7222,20843102,20355592,,,,,100,100,100,100,,,,
61030,"Nanty-Glo, PA Urban Cluster",27780,"Johnstown, PA Metro Area",1,3918,1817,9329092,9326380,3918,1817,9329092,9326380,143679,65650,1796500413,1782819861,100,100,100,100,2.73,2.77,.52,.52
61057,"Napa, CA Urbanized Area",34900,"Napa, CA Metro Area",1,83913,32387,67549762,66872371,83913,32387,67549762,66872371,136484,54759,2042416680,1938247338,100,100,100,100,61.48,59.14,3.31,3.45
61084,"Napoleon, OH Urban Cluster",99999,"Not in a metro/micro area",,8724,4052,14380325,13973164,8724,4052,14380325,13973164,,,,,100,100,100,100,,,,
61111,"Nappanee, IN Urban Cluster",21140,"Elkhart-Goshen, IN Metro Area",1,6281,2683,9379904,9379904,6937,2950,10479437,10476426,197559,77767,1212037948,1199605640,90.54,90.95,89.51,89.53,3.18,3.45,.77,.78
61111,"Nappanee, IN Urban Cluster",47700,"Warsaw, IN Micro Area",2,656,267,1099533,1096522,6937,2950,10479437,10476426,77358,37038,1435871284,1376269814,9.46,9.05,10.49,10.47,.85,.72,.08,.08
61138,"Narrows, VA--WV Urban Cluster",13980,"Blacksburg-Christiansburg-Radford, VA Metro Area",1,2944,1331,5558407,5418062,4229,1962,7606041,7465144,162958,70550,2821756309,2777824996,69.61,67.84,73.08,72.58,1.81,1.89,.2,.2
61138,"Narrows, VA--WV Urban Cluster",99999,"Not in a metro/micro area",,1285,631,2047634,2047082,4229,1962,7606041,7465144,,,,,30.39,32.16,26.92,27.42,,,,
61165,"Nashua, NH--MA Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",1,68190,26514,198502467,195193683,226400,91802,481352700,472097920,4552402,1883206,11687228181,9032348482,30.12,28.88,41.24,41.35,1.5,1.41,1.7,2.16
61165,"Nashua, NH--MA Urbanized Area",31700,"Manchester-Nashua, NH Metro Area",1,158210,65288,282850233,276904237,226400,91802,481352700,472097920,400721,166053,2310825103,2269188527,69.88,71.12,58.76,58.65,39.48,39.32,12.24,12.2
61192,"Nashville, AR Urban Cluster",26260,"Hope, AR Micro Area",2,9,4,16773,16773,4488,1945,8750869,8741513,31606,14982,3527087599,3484457405,.2,.21,.19,.19,.03,.03,0,0
61192,"Nashville, AR Urban Cluster",99999,"Not in a metro/micro area",,4479,1941,8734096,8724740,4488,1945,8750869,8741513,,,,,99.8,99.79,99.81,99.81,,,,
61219,"Nashville, GA Urban Cluster",99999,"Not in a metro/micro area",,4601,2114,8608257,8493607,4601,2114,8608257,8493607,,,,,100,100,100,100,,,,
61246,"Nashville, IL Urban Cluster",99999,"Not in a metro/micro area",,3238,1443,4151768,4126234,3238,1443,4151768,4126234,,,,,100,100,100,100,,,,
61273,"Nashville-Davidson, TN Urbanized Area",34980,"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",1,969587,415974,1500828955,1459375591,969587,415974,1500828955,1459375591,1589934,667655,14925049177,14733539303,100,100,100,100,60.98,62.3,10.06,9.91
61300,"Nassau Village-Ratliff, FL Urban Cluster",27260,"Jacksonville, FL Metro Area",1,5243,2135,18248115,18248115,5243,2135,18248115,18248115,1345596,598490,9578857237,8290752876,100,100,100,100,.39,.36,.19,.22
61327,"Natchez, MS--LA Urban Cluster",35020,"Natchez, MS-LA Micro Area",2,28199,13150,55749593,55436776,28199,13150,55749593,55436776,53119,24039,3198244218,3002642259,100,100,100,100,53.09,54.7,1.74,1.85
61354,"Natchitoches, LA Urban Cluster",35060,"Natchitoches, LA Micro Area",2,19763,8431,31700127,30551530,19763,8431,31700127,30551530,39566,18587,3364375586,3243311940,100,100,100,100,49.95,45.36,.94,.94
61381,"Navasota, TX Urban Cluster",99999,"Not in a metro/micro area",,8273,2691,21304060,21109743,8273,2691,21304060,21109743,,,,,100,100,100,100,,,,
61408,"Nebraska City, NE Urban Cluster",99999,"Not in a metro/micro area",,7066,3178,8823752,8823752,7066,3178,8823752,8823752,,,,,100,100,100,100,,,,
61435,"Needles, CA--AZ Urban Cluster",29420,"Lake Havasu City-Kingman, AZ Metro Area",1,3957,2139,16944923,16848542,8520,4616,26307238,25975856,200186,110911,34862918316,34475546921,46.44,46.34,64.41,64.86,1.98,1.93,.05,.05
61435,"Needles, CA--AZ Urban Cluster",40140,"Riverside-San Bernardino-Ontario, CA Metro Area",1,4563,2477,9362315,9127314,8520,4616,26307238,25975856,4224851,1500344,70987027847,70611926170,53.56,53.66,35.59,35.14,.11,.17,.01,.01
61462,"Needville, TX Urban Cluster",26420,"Houston-Sugar Land-Baytown, TX Metro Area",1,2844,1104,4283881,4281720,2844,1104,4283881,4281720,5946800,2308205,26085660453,22863087517,100,100,100,100,.05,.05,.02,.02
61478,"Nelson, GA Urban Cluster",12060,"Atlanta-Sandy Springs-Marietta, GA Metro Area",1,4091,1624,11648598,11629756,4091,1624,11648598,11629756,5268860,2165495,21965773272,21596721304,100,100,100,100,.08,.07,.05,.05
61489,"Nelsonville, OH Urban Cluster",11900,"Athens, OH Micro Area",2,5872,2510,9192339,9016970,6359,2511,10306187,10130818,64757,26385,1316856020,1304313482,92.34,99.96,89.19,89.01,9.07,9.51,.7,.69
61489,"Nelsonville, OH Urban Cluster",99999,"Not in a metro/micro area",,487,1,1113848,1113848,6359,2511,10306187,10130818,,,,,7.66,.04,10.81,10.99,,,,
61516,"Neodesha, KS Urban Cluster",99999,"Not in a metro/micro area",,2570,1242,3707767,3701560,2570,1242,3707767,3701560,,,,,100,100,100,100,,,,
61543,"Neosho, MO Urban Cluster",27900,"Joplin, MO Metro Area",1,11955,5017,21301607,21272929,11955,5017,21301607,21272929,175518,74981,3283755256,3271808157,100,100,100,100,6.81,6.69,.65,.65
61570,"Nephi, UT Urban Cluster",39340,"Provo-Orem, UT Metro Area",1,5249,1809,8240548,8240548,5249,1809,8240548,8240548,526810,151852,14375759829,13974880790,100,100,100,100,1,1.19,.06,.06
61597,"Nevada, IA Urban Cluster",11180,"Ames, IA Metro Area",1,6728,2957,8528584,8480544,6728,2957,8528584,8480544,89542,36789,1485745039,1483592867,100,100,100,100,7.51,8.04,.57,.57
61624,"Nevada, MO Urban Cluster",99999,"Not in a metro/micro area",,8832,4167,14511425,14424852,8832,4167,14511425,14424852,,,,,100,100,100,100,,,,
61651,"New Albany, MS Urban Cluster",99999,"Not in a metro/micro area",,6632,2795,15653539,15653539,6632,2795,15653539,15653539,,,,,100,100,100,100,,,,
61678,"Newark, NY Urban Cluster",40380,"Rochester, NY Metro Area",1,13799,6111,19151292,19079703,13799,6111,19151292,19079703,1054323,455397,12613210563,7583793600,100,100,100,100,1.31,1.34,.15,.25
61705,"Newark, OH Urbanized Area",18140,"Columbus, OH Metro Area",1,76068,34107,110093965,109100592,76068,34107,110093965,109100592,1836536,792340,10396641233,10275003941,100,100,100,100,4.14,4.3,1.06,1.06
61732,"Newaygo, MI Urban Cluster",24340,"Grand Rapids-Wyoming, MI Metro Area",1,3335,1822,13062983,8797183,3335,1822,13062983,8797183,774160,323764,7486930724,7211944646,100,100,100,100,.43,.56,.17,.12
61759,"New Baden, IL Urban Cluster",41180,"St. Louis, MO-IL Metro Area",1,3424,1357,3388284,3388284,3424,1357,3388284,3388284,2812896,1236222,22906805148,22334092193,100,100,100,100,.12,.11,.01,.02
61786,"New Bedford, MA Urbanized Area",14460,"Boston-Cambridge-Quincy, MA-NH Metro Area",1,5949,2945,22677456,17126754,149443,64978,157194718,142709138,4552402,1883206,11687228181,9032348482,3.98,4.53,14.43,12,.13,.16,.19,.19
61786,"New Bedford, MA Urbanized Area",39300,"Providence-New Bedford-Fall River, RI-MA Metro Area",1,143494,62033,134517262,125582384,149443,64978,157194718,142709138,1600852,693923,5791499838,4110077404,96.02,95.47,85.57,88,8.96,8.94,2.32,3.06
61813,"Newberg, OR Urban Cluster",38900,"Portland-Vancouver-Hillsboro, OR-WA Metro Area",1,27001,10093,25643595,25602433,27001,10093,25643595,25602433,2226009,925076,17667203876,17310825110,100,100,100,100,1.21,1.09,.15,.15
61840,"New Bern, NC Urbanized Area",35100,"New Bern, NC Micro Area",2,50503,23602,117165098,112434336,50503,23602,117165098,112434336,126802,57374,4698566433,3926947933,100,100,100,100,39.83,41.14,2.49,2.86
61867,"Newberry, MI Urban Cluster",99999,"Not in a metro/micro area",,3225,1100,3857592,3857592,3225,1100,3857592,3857592,,,,,100,100,100,100,,,,
61894,"Newberry, SC Urban Cluster",35140,"Newberry, SC Micro Area",2,12046,5254,23646250,23619251,12046,5254,23646250,23619251,37508,17922,1676463477,1631788278,100,100,100,100,32.12,29.32,1.41,1.45
61921,"New Boston, TX Urban Cluster",45500,"Texarkana, TX-Texarkana, AR Metro Area",1,4707,2177,11675430,11662591,4707,2177,11675430,11662591,136027,57774,4041977350,3912393484,100,100,100,100,3.46,3.77,.29,.3
61975,"New Bremen--Minster, OH Urban Cluster",43380,"Sidney, OH Micro Area",2,1596,622,4802496,4796307,7431,3040,14663950,14657761,49423,20173,1063688077,1055874043,21.48,20.46,32.75,32.72,3.23,3.08,.45,.45
61975,"New Bremen--Minster, OH Urban Cluster",47540,"Wapakoneta, OH Micro Area",2,5835,2418,9861454,9861454,7431,3040,14663950,14657761,45949,19585,1040930421,1039585234,78.52,79.54,67.25,67.28,12.7,12.35,.95,.95
62056,"New Carlisle, IN Urban Cluster",33140,"Michigan City-La Porte, IN Metro Area",1,1003,569,3810944,2364617,3662,1588,9243947,7797620,111467,48448,1588334920,1549587772,27.39,35.83,41.23,30.32,.9,1.17,.24,.15
62056,"New Carlisle, IN Urban Cluster",43780,"South Bend-Mishawaka, IN-MI Metro Area",1,2659,1019,5433003,5433003,3662,1588,9243947,7797620,319224,140736,2511517850,2455080468,72.61,64.17,58.77,69.68,.83,.72,.22,.22
62110,"New Castle, CO Urban Cluster",99999,"Not in a metro/micro area",,5449,2055,6242823,6075992,5449,2055,6242823,6075992,,,,,100,100,100,100,,,,
62137,"New Castle, IN Urban Cluster",35220,"New Castle, IN Micro Area",2,22816,9976,33387805,33286948,22816,9976,33387805,33286948,49462,21288,1022609930,1014954691,100,100,100,100,46.13,46.86,3.26,3.28
62164,"New Castle, PA Urban Cluster",35260,"New Castle, PA Micro Area",2,41907,19772,75059038,74130760,41907,19772,75059038,74130760,91108,40975,939428291,927669548,100,100,100,100,46,48.25,7.99,7.99
62191,"Newcastle, WY Urban Cluster",99999,"Not in a metro/micro area",,3277,1654,5899265,5899265,3277,1654,5899265,5899265,,,,,100,100,100,100,,,,
62218,"Newcomerstown, OH Urban Cluster",18740,"Coshocton, OH Micro Area",2,167,115,653999,555319,4170,1992,6030155,5913434,36901,16545,1469773983,1460529028,4,5.77,10.85,9.39,.45,.7,.04,.04
62218,"Newcomerstown, OH Urban Cluster",35420,"New Philadelphia-Dover, OH Micro Area",2,4003,1877,5376156,5358115,4170,1992,6030155,5913434,92582,40206,1480050729,1470169796,96,94.23,89.15,90.61,4.32,4.67,.36,.36
62245,"New Concord, OH Urban Cluster",15740,"Cambridge, OH Micro Area",2,234,90,702343,702343,2949,938,4919585,4919585,40087,19193,1368297033,1352631007,7.93,9.59,14.28,14.28,.58,.47,.05,.05
62245,"New Concord, OH Urban Cluster",49780,"Zanesville, OH Micro Area",2,2715,848,4217242,4217242,2949,938,4919585,4919585,86074,38074,1741982324,1721250930,92.07,90.41,85.72,85.72,3.15,2.23,.24,.25
62272,"New Cordell, OK Urban Cluster",99999,"Not in a metro/micro area",,2876,1363,4577495,4577495,2876,1363,4577495,4577495,,,,,100,100,100,100,,,,
62326,"Newfane, NY Urban Cluster",15380,"Buffalo-Niagara Falls, NY Metro Area",1,5626,2725,12542594,12542594,5626,2725,12542594,12542594,1135509,519094,6129267586,4053467047,100,100,100,100,.5,.52,.2,.31
62353,"New Freedom--Shrewsbury, PA--MD Urban Cluster",12580,"Baltimore-Towson, MD Metro Area",1,41,17,57258,57258,14179,5763,24548563,24526254,2710489,1132251,8041974873,6737801281,.29,.29,.23,.23,0,0,0,0
62353,"New Freedom--Shrewsbury, PA--MD Urban Cluster",49620,"York-Hanover, PA Metro Area",1,14138,5746,24491305,24468996,14179,5763,24548563,24526254,434972,178671,2358760577,2341819225,99.71,99.71,99.77,99.77,3.25,3.22,1.04,1.04
62380,"New Hampton, IA Urban Cluster",99999,"Not in a metro/micro area",,3292,1563,3942483,3942483,3292,1563,3942483,3942483,,,,,100,100,100,100,,,,
62407,"New Haven, CT Urbanized Area",25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1,44714,22088,131159409,129685778,562839,239054,808656906,792818068,1212381,507049,4161422348,3922826533,7.94,9.24,16.22,16.36,3.69,4.36,3.15,3.31
62407,"New Haven, CT Urbanized Area",35300,"New Haven-Milford, CT Metro Area",1,518125,216966,677497497,663132290,562839,239054,808656906,792818068,862477,362004,2232716215,1565663096,92.06,90.76,83.78,83.64,60.07,59.93,30.34,42.35
62461,"New Lebanon, OH Urban Cluster",19380,"Dayton, OH Metro Area",1,4078,1698,4759353,4759353,4078,1698,4759353,4759353,841502,385160,4446253131,4418474592,100,100,100,100,.48,.44,.11,.11
62488,"New Lexington, OH Urban Cluster",99999,"Not in a metro/micro area",,4940,2087,5073100,5069213,4940,2087,5073100,5069213,,,,,100,100,100,100,,,,
62505,"New London, MN Urban Cluster",48820,"Willmar, MN Micro Area",2,3188,1906,7322177,7238949,3188,1906,7322177,7238949,42239,19476,2233481047,2063662339,100,100,100,100,7.55,9.79,.33,.35
62515,"New London, WI Urban Cluster",11540,"Appleton, WI Metro Area",1,1504,665,2501341,2487833,7643,3458,10003019,9696589,225666,92844,2697901021,2475405126,19.68,19.23,25.01,25.66,.67,.72,.09,.1
62515,"New London, WI Urban Cluster",99999,"Not in a metro/micro area",,6139,2793,7501678,7208756,7643,3458,10003019,9696589,,,,,80.32,80.77,74.99,74.34,,,,
62542,"New Madrid, MO Urban Cluster",99999,"Not in a metro/micro area",,3214,1505,4843171,4838853,3214,1505,4843171,4838853,,,,,100,100,100,100,,,,
62569,"Newman, CA Urban Cluster",33700,"Modesto, CA Metro Area",1,10223,3356,4919381,4919381,10223,3356,4919381,4919381,514453,179503,3923020227,3871582888,100,100,100,100,1.99,1.87,.13,.13
62623,"New Martinsville, WV--OH Urban Cluster",99999,"Not in a metro/micro area",,6138,3001,11638252,10555441,6138,3001,11638252,10555441,,,,,100,100,100,100,,,,
62677,"New Orleans, LA Urbanized Area",26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",1,200,91,1216180,1201668,899703,426562,695715795,651105206,208178,82469,9210980433,5957048080,.02,.02,.17,.18,.1,.11,.01,.02
62677,"New Orleans, LA Urbanized Area",35380,"New Orleans-Metairie-Kenner, LA Metro Area",1,899503,426471,694499615,649903538,899703,426562,695715795,651105206,1167764,538239,19744410927,7666850448,99.98,99.98,99.83,99.82,77.03,79.23,3.52,8.48
62731,"New Philadelphia--Dover, OH Urban Cluster",35420,"New Philadelphia-Dover, OH Micro Area",2,46366,20712,59328476,58517734,46366,20712,59328476,58517734,92582,40206,1480050729,1470169796,100,100,100,100,50.08,51.51,4.01,3.98
62758,"Newport, AR Urban Cluster",99999,"Not in a metro/micro area",,6288,3072,11790564,11739620,6288,3072,11790564,11739620,,,,,100,100,100,100,,,,
62785,"Newport, NH Urban Cluster",17200,"Claremont, NH Micro Area",2,3142,1501,8849334,8849334,3142,1501,8849334,8849334,43742,22341,1429657870,1391635377,100,100,100,100,7.18,6.72,.62,.64
62839,"Newport, OR Urban Cluster",99999,"Not in a metro/micro area",,11188,6291,20033829,19309936,11188,6291,20033829,19309936,,,,,100,100,100,100,,,,
62866,"Newport, PA Urban Cluster",25420,"Harrisburg-Carlisle, PA Metro Area",1,2657,1232,2052738,2052738,2657,1232,2052738,2052738,549475,240818,4309783541,4200832960,100,100,100,100,.48,.51,.05,.05
62893,"Newport, TN Urban Cluster",34100,"Morristown, TN Metro Area",1,24,7,55854,55854,11603,5499,25526157,25519190,136608,61356,2052740925,1854061138,.21,.13,.22,.22,.02,.01,0,0
62893,"Newport, TN Urban Cluster",35460,"Newport, TN Micro Area",2,11579,5492,25470303,25463336,11603,5499,25526157,25519190,35662,17459,1147715959,1125518964,99.79,99.87,99.78,99.78,32.47,31.46,2.22,2.26
62920,"Newport, VT Urban Cluster",99999,"Not in a metro/micro area",,4004,1842,7443314,7163319,4004,1842,7443314,7163319,,,,,100,100,100,100,,,,
62930,"Newport, WA--ID Urban Cluster",99999,"Not in a metro/micro area",,2619,1191,3549493,3516789,2619,1191,3549493,3516789,,,,,100,100,100,100,,,,
62947,"New Prague, MN Urban Cluster",33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",1,4336,1725,5097164,5097164,7850,3028,11399611,11399611,3279833,1354973,16482106382,15610299031,55.24,56.97,44.71,44.71,.13,.13,.03,.03
62947,"New Prague, MN Urban Cluster",99999,"Not in a metro/micro area",,3514,1303,6302447,6302447,7850,3028,11399611,11399611,,,,,44.76,43.03,55.29,55.29,,,,
